CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,TotalQuantity,CLV,Churn
13855.0,136,5,1253.94,16.284935064935066,65,561,1253.94,1
13856.0,99,10,695.48,15.455111111111112,27,602,695.48,1
13857.0,29,7,997.11,7.72953488372093,99,780,997.11,0
13859.0,165,1,314.7,39.3375,8,38,314.7,1
13861.0,65,3,251.31,10.926521739130434,21,220,251.31,0
13862.0,25,1,346.73,16.510952380952382,21,239,346.73,0
13863.0,84,4,918.07,17.65519230769231,43,327,918.07,0
13864.0,22,1,662.4000000000001,662.4000000000001,1,192,662.4000000000001,0
13869.0,17,6,4913.22,9.200786516853933,359,2593,4913.22,0
13870.0,16,8,2938.59,23.138503937007876,86,2123,2938.59,0
13871.0,60,7,1415.15,19.93169014084507,48,661,1415.15,0
13872.0,149,6,891.32,14.611803278688525,52,332,891.32,1
13873.0,19,5,649.32,17.54918918918919,36,332,649.32,0
13874.0,140,9,1448.75,26.34090909090909,34,671,1448.75,1
13875.0,23,9,3027.58,18.238433734939758,114,1756,3027.58,0
13877.0,100,4,329.09,14.958636363636362,20,367,329.09,1
13878.0,183,3,1145.33,17.0944776119403,59,464,1145.33,1
13879.0,281,1,395.5,15.82,25,204,395.5,1
13880.0,3,5,1171.89,18.31078125,50,747,1171.89,0
13881.0,11,29,27402.98,95.48076655052265,148,19384,27402.98,0
13883.0,16,17,3803.99,21.01651933701657,137,2125,3803.99,0
13884.0,12,8,1007.63,7.997063492063492,87,448,1007.63,0
13888.0,40,5,1405.92,10.650909090909092,96,541,1405.92,0
13889.0,18,7,1438.8300000000002,19.184400000000004,52,801,1438.8300000000002,0
13890.0,10,8,997.87,14.461884057971014,49,539,997.87,0
13891.0,14,3,859.21,8.678888888888888,97,476,859.21,0
13892.0,113,2,634.68,70.52,8,2142,634.68,1
13895.0,142,3,1335.5,19.355072463768117,67,694,1335.5,1
13896.0,261,1,388.55,18.502380952380953,21,149,388.55,1
13897.0,74,2,849.56,20.227619047619047,42,620,849.56,0
13898.0,47,1,530.47,15.602058823529413,34,411,530.47,0
13900.0,16,4,867.14,16.361132075471698,46,506,867.14,0
13901.0,10,15,2732.14,16.166508875739645,148,1587,2732.14,0
13902.0,268,8,30411.26,453.89940298507463,60,218090,30411.26,1
13903.0,36,1,165.45000000000002,16.545,10,103,165.45000000000002,0
13905.0,207,3,244.45,16.296666666666667,12,124,244.45,1
13906.0,45,1,42.0,42.0,1,100,42.0,0
13907.0,327,1,136.8,34.2,4,68,136.8,1
13909.0,59,2,282.85,7.44342105263158,35,301,282.85,0
13910.0,79,1,-127.66,-127.66,1,-1,-127.66,0
13911.0,15,13,1619.1299999999999,17.22478723404255,67,1745,1619.1299999999999,0
13912.0,59,1,124.95,17.85,7,29,124.95,0
13913.0,142,1,42.22,14.073333333333332,3,10,42.22,1
13915.0,30,2,31.200000000000003,7.800000000000001,4,16,31.200000000000003,0
13916.0,99,5,1260.51,16.8068,73,667,1260.51,1
13919.0,60,2,975.87,19.915714285714287,45,659,975.87,0
13920.0,67,5,1734.88,19.714545454545455,81,1768,1734.88,0
13921.0,35,5,720.75,16.016666666666666,36,209,720.75,0
13922.0,53,4,652.45,25.09423076923077,24,360,652.45,0
13927.0,49,2,340.97,14.824782608695653,20,243,340.97,0
13929.0,52,11,2515.25,50.305,37,1411,2515.25,0
13931.0,28,9,4019.85,18.872535211267603,170,2763,4019.85,0
13935.0,232,3,6116.92,76.4615,67,2252,6116.92,1
13936.0,18,2,563.08,17.063030303030303,31,331,563.08,0
13937.0,32,2,708.53,15.402826086956521,45,463,708.53,0
13939.0,64,6,976.91,14.580746268656716,52,757,976.91,0
13941.0,7,12,5933.74,97.2744262295082,33,3026,5933.74,0
13942.0,170,1,320.0,320.0,1,1000,320.0,1
13943.0,213,1,246.54,16.436,15,94,246.54,1
13944.0,289,1,200.43,5.726571428571429,35,153,200.43,1
13945.0,30,2,854.15,16.748039215686273,49,413,854.15,0
13946.0,12,4,1183.8600000000001,25.736086956521742,41,2380,1183.8600000000001,0
13948.0,47,4,434.86,19.766363636363636,20,206,434.86,0
13952.0,10,14,9544.8,34.708363636363636,183,4513,9544.8,0
13953.0,45,5,3125.0,625.0,1,2500,3125.0,0
13955.0,11,1,221.10999999999999,4.252115384615385,52,118,221.10999999999999,0
13957.0,53,3,458.25,16.97222222222222,21,157,458.25,0
13958.0,8,12,4504.78,18.386857142857142,177,2215,4504.78,0
13959.0,35,3,470.73,7.025820895522388,56,339,470.73,0
13961.0,21,2,498.7,23.747619047619047,19,222,498.7,0
13962.0,71,1,193.25,16.104166666666668,12,73,193.25,0
13963.0,3,15,2235.08,15.851631205673758,107,1594,2235.08,0
13964.0,23,3,421.9,16.875999999999998,22,226,421.9,0
13965.0,91,5,777.6600000000001,27.773571428571433,23,402,777.6600000000001,1
13966.0,71,1,384.26,18.298095238095236,21,760,384.26,0
13967.0,32,1,85.6,21.4,4,24,85.6,0
13968.0,59,1,123.66,15.4575,8,174,123.66,0
13969.0,1,20,4181.03,8.858114406779661,240,2242,4181.03,0
13970.0,22,2,846.55,65.11923076923077,10,469,846.55,0
13971.0,53,7,1891.6100000000001,17.678598130841124,87,1234,1891.6100000000001,0
13974.0,213,3,249.93,14.701764705882354,15,105,249.93,1
13975.0,29,7,2786.66,6.813349633251834,291,2186,2786.66,0
13976.0,142,3,834.38,18.13869565217391,43,298,834.38,1
13977.0,47,1,519.8100000000001,39.98538461538462,13,303,519.8100000000001,0
13979.0,29,10,2420.66,7.016405797101449,311,1613,2420.66,0
13980.0,73,8,521.88,9.319285714285714,48,285,521.88,0
13981.0,36,2,327.39,14.234347826086957,22,233,327.39,0
13982.0,1,9,2494.98,17.206758620689655,87,1542,2494.98,0
13983.0,2,18,4377.75,17.795731707317074,189,2861,4377.75,0
13984.0,2,8,1128.09,14.65051948051948,47,742,1128.09,0
13985.0,10,8,2957.78,22.407424242424245,81,1490,2957.78,0
13987.0,15,2,682.54,14.837826086956522,46,492,682.54,0
13988.0,19,2,609.84,9.997377049180328,54,341,609.84,0
13989.0,100,3,759.98,16.888444444444445,34,894,759.98,1
13992.0,16,2,142.7,23.78333333333333,5,90,142.7,0
13993.0,15,12,3280.7000000000003,23.103521126760565,80,1228,3280.7000000000003,0
13995.0,15,12,2452.77,16.243509933774835,106,1457,2452.77,0
13996.0,22,2,895.76,27.144242424242425,29,613,895.76,0
13997.0,155,3,376.46,8.55590909090909,36,143,376.46,1
13998.0,82,3,566.7,18.280645161290323,30,204,566.7,0
13999.0,10,21,5572.75,21.18916349809886,132,2792,5572.75,0
14000.0,50,6,1243.88,34.55222222222223,23,1104,1243.88,0
14001.0,9,7,2487.01,34.06863013698631,42,911,2487.01,0
14003.0,368,1,209.41,13.088125,16,149,209.41,1
14004.0,29,4,1675.81,23.940142857142856,61,757,1675.81,0
14006.0,164,4,1234.48,26.265531914893618,40,1540,1234.48,1
14007.0,148,1,79.48,15.896,5,16,79.48,1
14008.0,11,2,493.74,14.961818181818183,32,320,493.74,0
14009.0,98,1,404.3,12.634375,32,586,404.3,1
14010.0,201,3,288.09999999999997,10.289285714285713,20,128,288.09999999999997,1
14011.0,116,3,451.91999999999996,13.694545454545453,32,642,451.91999999999996,1
14013.0,16,3,533.2,14.031578947368422,33,304,533.2,0
14014.0,12,2,1443.03,39.00081081081081,37,928,1443.03,0
14016.0,32,8,7051.25,24.483506944444443,246,3596,7051.25,0
14017.0,207,1,229.75,16.410714285714285,14,73,229.75,1
14018.0,281,1,367.15000000000003,28.242307692307694,13,224,367.15000000000003,1
14020.0,112,3,570.46,15.417837837837839,29,200,570.46,1
14021.0,10,4,1084.68,15.951176470588237,64,686,1084.68,0
14022.0,122,1,352.15000000000003,18.534210526315793,19,194,352.15000000000003,1
14024.0,26,1,318.04,17.66888888888889,18,88,318.04,0
14025.0,100,10,3969.1,39.298019801980196,60,1898,3969.1,1
14026.0,106,2,713.11,14.2622,43,427,713.11,1
14028.0,134,5,3175.5,244.26923076923077,4,4679,3175.5,1
14030.0,2,16,5722.76,9.335660685154975,465,2780,5722.76,0
14031.0,1,35,23311.74,42.852463235294124,206,8548,23311.74,0
14032.0,2,8,1856.23,18.021650485436894,53,1871,1856.23,0
14033.0,191,1,109.44,109.44,1,576,109.44,1
14035.0,42,6,1362.48,16.615609756097562,42,663,1362.48,0
14037.0,114,5,608.75,6.997126436781609,76,517,608.75,1
14038.0,24,4,1446.45,19.286,54,734,1446.45,0
14039.0,211,1,115.08000000000001,28.770000000000003,4,100,115.08000000000001,1
14040.0,22,27,8848.49,15.800875,265,3408,8848.49,0
14042.0,361,1,431.98,20.570476190476192,21,180,431.98,1
14043.0,127,3,299.65,7.134523809523809,37,151,299.65,1
14044.0,54,7,2414.33,3.88780998389694,446,1795,2414.33,0
14045.0,9,16,8000.88,222.24666666666667,16,3712,8000.88,0
14047.0,1,14,2868.7200000000003,20.939562043795622,87,1257,2868.7200000000003,0
14048.0,18,2,338.76,6.049285714285714,55,179,338.76,0
14049.0,23,12,7312.25,12.35177364864865,364,4641,7312.25,0
14051.0,2,17,6587.56,51.870551181102364,56,2126,6587.56,0
14052.0,26,1,241.3,3.7123076923076925,65,85,241.3,0
14053.0,33,2,312.05,62.410000000000004,3,275,312.05,0
14055.0,213,2,795.3199999999999,34.579130434782606,23,504,795.3199999999999,1
14057.0,17,5,2135.0,13.018292682926829,124,1565,2135.0,0
14058.0,98,2,469.19,19.549583333333334,23,211,469.19,1
14060.0,2,14,3367.76,48.80811594202899,43,2731,3367.76,0
14061.0,143,3,917.4300000000001,48.28578947368421,17,133,917.4300000000001,1
14062.0,10,15,14951.43,63.895,113,7100,14951.43,0
14063.0,66,13,-3767.1999999999994,-85.61818181818181,30,3846,-3767.1999999999994,0
14064.0,66,14,1798.6499999999999,10.90090909090909,89,2048,1798.6499999999999,0
14065.0,25,4,889.37,17.7874,42,581,889.37,0
14068.0,232,4,1227.47,14.440823529411764,73,425,1227.47,1
14069.0,150,2,225.81,5.507560975609756,37,58,225.81,1
14070.0,320,1,321.6,7.843902439024391,40,85,321.6,1
14072.0,302,1,390.85,20.571052631578947,19,65,390.85,1
14074.0,259,1,219.39999999999998,36.56666666666666,6,228,219.39999999999998,1
14075.0,39,3,792.61,20.85815789473684,36,740,792.61,0
14077.0,31,1,115.66,8.26142857142857,14,108,115.66,0
14078.0,9,4,640.34,6.670208333333334,80,305,640.34,0
14079.0,318,1,243.63,243.63,1,1,243.63,1
14080.0,49,5,1030.13,12.876625,70,219,1030.13,0
14081.0,5,13,4279.27,5.564720416124838,441,3024,4279.27,0
14082.0,28,1,231.10999999999999,6.419722222222222,36,136,231.10999999999999,0
14083.0,7,3,373.3,5.332857142857143,70,207,373.3,0
14084.0,148,1,150.5,21.5,7,306,150.5,1
14085.0,4,16,5607.43,9.2076026272578,336,3363,5607.43,0
14086.0,98,1,39.95,39.95,1,1,39.95,1
14087.0,40,3,608.0,4.164383561643835,126,444,608.0,0
14088.0,23,6,11984.53,124.83885416666668,94,2586,11984.53,0
14091.0,290,2,9530.08,733.0830769230769,13,3316,9530.08,1
14092.0,8,11,3146.64,19.6665,92,1538,3146.64,0
14094.0,75,2,310.82,7.0640909090909085,41,157,310.82,0
14095.0,358,1,2.95,2.95,1,1,2.95,1
14097.0,117,2,422.85999999999996,10.571499999999999,39,352,422.85999999999996,1
14099.0,11,10,2592.7400000000002,9.462554744525548,165,1479,2592.7400000000002,0
14101.0,24,8,3965.34,70.80964285714286,15,3588,3965.34,0
14104.0,25,3,527.3199999999999,4.625614035087719,100,424,527.3199999999999,0
14105.0,30,7,4443.65,20.477649769585252,174,2685,4443.65,0
14106.0,373,1,214.79999999999998,214.79999999999998,1,24,214.79999999999998,1
14107.0,73,5,2165.2200000000003,18.828000000000003,71,1693,2165.2200000000003,0
14108.0,367,2,447.05,24.836111111111112,18,279,447.05,1
14110.0,71,22,7287.95,29.62581300813008,127,3370,7287.95,0
14112.0,87,15,2750.34,14.866702702702703,122,1814,2750.34,0
14113.0,11,23,4778.83,45.51266666666667,60,2457,4778.83,0
14114.0,31,5,977.5600000000001,16.568813559322034,58,549,977.5600000000001,0
14115.0,137,2,622.6700000000001,28.303181818181823,22,509,622.6700000000001,1
14118.0,64,1,458.45,30.563333333333333,15,97,458.45,0
14119.0,11,2,183.37,16.67,11,177,183.37,0
14120.0,66,1,-23.8,-23.8,1,-4,-23.8,0
14122.0,30,5,309.77,19.360625,12,95,309.77,0
14123.0,369,1,436.18,18.174166666666668,24,234,436.18,1
14126.0,80,1,466.33000000000004,16.654642857142857,28,379,466.33000000000004,0
14127.0,16,3,1190.3700000000001,16.306438356164385,64,507,1190.3700000000001,0
14128.0,179,2,271.86,13.593,19,247,271.86,1
14129.0,35,4,1467.48,25.745263157894737,22,822,1467.48,0
14130.0,11,3,1377.86,8.947142857142856,131,958,1377.86,0
14131.0,284,1,168.22,3.65695652173913,45,105,168.22,1
14133.0,369,1,305.5,38.1875,8,50,305.5,1
14134.0,18,15,11123.35,61.79638888888889,130,5814,11123.35,0
14135.0,3,12,4914.74,39.95723577235772,90,5482,4914.74,0
14136.0,36,7,1553.96,14.388518518518518,86,1145,1553.96,0
14137.0,317,2,294.1,21.00714285714286,11,400,294.1,1
14139.0,126,3,670.98,15.604186046511629,29,539,670.98,1
14142.0,9,4,655.94,13.665416666666667,42,512,655.94,0
14144.0,122,1,30.599999999999998,30.599999999999998,1,12,30.599999999999998,1
14145.0,95,3,3857.85,275.56071428571425,10,899,3857.85,1
14146.0,19,7,5259.3,21.379268292682926,204,3343,5259.3,0
14147.0,24,9,1550.9,57.44074074074074,21,741,1550.9,0
14148.0,50,1,309.09000000000003,22.077857142857145,14,207,309.09000000000003,0
14151.0,309,3,666.7,14.815555555555557,44,404,666.7,1
14152.0,23,6,1364.35,16.051176470588235,75,1127,1364.35,0
14153.0,119,1,233.4,13.729411764705883,17,312,233.4,1
14154.0,17,8,4917.98,20.322231404958675,204,2739,4917.98,0
14156.0,7,138,183163.55,67.63794313146234,1094,106883,183163.55,0
14157.0,25,3,553.8000000000001,14.200000000000001,33,250,553.8000000000001,0
14159.0,15,11,2879.03,4.335888554216868,368,1960,2879.03,0
14160.0,246,7,8421.47,78.70532710280374,80,4661,8421.47,1
14161.0,5,5,2182.46,10.96713567839196,153,1158,2182.46,0
14163.0,98,1,148.71,24.785,6,57,148.71,1
14166.0,141,2,251.15,4.924509803921569,39,82,251.15,1
14167.0,100,4,711.7,10.94923076923077,32,193,711.7,1
14168.0,56,3,305.9,17.99411764705882,11,138,305.9,0
14169.0,66,2,621.51,9.71109375,50,205,621.51,0
14170.0,11,3,570.18,3.9322758620689653,123,270,570.18,0
14171.0,366,1,135.0,22.5,6,44,135.0,1
14172.0,241,4,356.27,7.917111111111111,38,77,356.27,1
14173.0,277,3,116.11,23.222,4,41,116.11,1
14175.0,16,10,4242.38,20.694536585365853,126,1459,4242.38,0
14176.0,3,2,339.11,22.607333333333333,14,117,339.11,0
14177.0,17,9,1660.23,10.123353658536585,118,839,1660.23,0
14180.0,8,12,1469.98,22.9684375,44,154,1469.98,0
14181.0,46,2,308.35,5.929807692307692,48,120,308.35,0
14182.0,79,5,660.07,12.693653846153847,42,172,660.07,0
14183.0,47,2,278.34000000000003,8.186470588235295,27,60,278.34000000000003,0
14186.0,63,5,1550.63,14.909903846153847,75,1550,1550.63,0
14187.0,109,1,123.5,15.4375,8,50,123.5,1
14189.0,4,2,1160.31,22.751176470588234,46,709,1160.31,0
14190.0,302,1,79.9,79.9,1,2,79.9,1
14191.0,30,3,53.4,6.675,7,52,53.4,0
14192.0,24,1,293.74,20.981428571428573,14,218,293.74,0
14193.0,32,1,356.8,16.21818181818182,22,208,356.8,0
14194.0,28,22,7226.12,18.9165445026178,247,4144,7226.12,0
14195.0,71,7,1418.54,101.32428571428571,6,1142,1418.54,0
14197.0,46,1,390.05,19.5025,20,143,390.05,0
14198.0,36,6,864.08,16.303396226415096,33,328,864.08,0
14199.0,36,5,731.0999999999999,40.61666666666666,15,202,731.0999999999999,0
14200.0,253,1,379.2,18.057142857142857,21,140,379.2,1
14201.0,45,3,446.1,24.783333333333335,17,216,446.1,0
14202.0,17,3,847.76,29.233103448275862,27,166,847.76,0
14203.0,33,1,339.34,21.20875,16,80,339.34,0
14204.0,58,3,874.22,4.829944751381215,158,397,874.22,0
14205.0,1,9,1689.6,14.692173913043478,65,1032,1689.6,0
14206.0,16,3,836.9499999999999,16.095192307692308,43,652,836.9499999999999,0
14207.0,323,1,157.8,78.9,2,36,157.8,1
14208.0,187,1,415.31,16.6124,25,415,415.31,1
14209.0,21,12,2870.2400000000002,19.26335570469799,97,1039,2870.2400000000002,0
14210.0,7,15,3913.4300000000003,16.795836909871245,128,1837,3913.4300000000003,0
14211.0,47,13,2093.39,15.506592592592591,96,1319,2093.39,0
14212.0,81,1,1119.6599999999999,93.30499999999999,12,894,1119.6599999999999,0
14213.0,7,2,-1.4210854715202004e-14,-1.4210854715202005e-15,5,0,-1.4210854715202004e-14,0
14215.0,4,4,1626.61,19.364404761904762,81,927,1626.61,0
14216.0,45,2,303.09,15.154499999999999,18,115,303.09,0
14217.0,1,11,1281.51,15.076588235294118,68,555,1281.51,0
14219.0,45,2,543.89,15.108055555555556,32,285,543.89,0
14220.0,203,2,882.5999999999999,51.917647058823526,12,196,882.5999999999999,1
14221.0,85,9,3078.7400000000002,19.862838709677423,68,1616,3078.7400000000002,0
14224.0,26,5,831.98,7.1722413793103446,101,343,831.98,0
14225.0,70,5,2009.17,22.32411111111111,70,1154,2009.17,0
14226.0,71,2,766.14,23.941875,31,416,766.14,0
14227.0,50,7,3011.6,14.690731707317072,164,2225,3011.6,0
14228.0,73,3,745.5,19.61842105263158,38,260,745.5,0
14229.0,39,6,1018.39,29.096857142857143,21,321,1018.39,0
14230.0,71,3,979.8000000000001,29.69090909090909,27,246,979.8000000000001,0
14231.0,86,1,309.91,16.31105263157895,19,201,309.91,0
14233.0,10,5,1319.45,32.18170731707317,30,555,1319.45,0
14235.0,134,4,1573.1299999999999,22.798985507246375,53,1055,1573.1299999999999,1
14236.0,8,6,1241.88,33.564324324324325,29,500,1241.88,0
14237.0,9,3,466.04,17.26074074074074,26,236,466.04,0
14238.0,298,2,287.38,57.476,5,78,287.38,1
14239.0,67,11,1880.22,18.992121212121212,41,735,1880.22,0
14240.0,59,1,357.15,18.79736842105263,19,237,357.15,0
14241.0,332,1,120.0,60.0,2,96,120.0,1
14243.0,1,10,4829.4800000000005,20.63880341880342,180,2462,4829.4800000000005,0
14244.0,295,2,354.82,17.741,16,802,354.82,1
14247.0,40,5,613.84,6.530212765957447,72,330,613.84,0
14248.0,95,2,730.37,18.727435897435896,33,590,730.37,1
14249.0,46,12,5400.461,19.854636029411765,178,2383,5400.461,0
14252.0,17,1,350.99,35.099000000000004,10,111,350.99,0
14253.0,129,2,363.40000000000003,30.283333333333335,11,88,363.40000000000003,1
14254.0,68,1,601.03,26.13173913043478,23,263,601.03,0
14255.0,182,4,-1441.6,-360.4,1,-2,-1441.6,1
14256.0,127,6,1449.08,17.25095238095238,70,728,1449.08,1
14257.0,16,4,2854.73,21.303955223880596,97,1650,2854.73,0
14258.0,24,22,18377.27,92.3480904522613,87,10149,18377.27,0
14260.0,107,3,824.28,16.16235294117647,50,544,824.28,1
14263.0,59,1,322.93,20.183125,16,171,322.93,0
14264.0,8,6,1141.89,17.56753846153846,49,475,1141.89,0
14265.0,100,2,843.17,17.566041666666667,47,385,843.17,1
14266.0,64,1,40.56,40.56,1,24,40.56,0
14267.0,337,2,-19.9,-9.95,2,-2,-19.9,1
14268.0,106,1,354.85,18.676315789473687,19,147,354.85,1
14269.0,71,2,261.68,13.084,16,114,261.68,0
14271.0,45,1,101.86,3.637857142857143,28,60,101.86,0
14272.0,198,2,482.85,15.575806451612904,31,498,482.85,1
14274.0,322,1,256.6,17.10666666666667,15,178,256.6,1
14275.0,31,6,1189.3799999999999,51.71217391304347,14,538,1189.3799999999999,0
14276.0,36,8,909.93,13.187391304347825,39,621,909.93,0
14277.0,47,10,367.4699999999999,1.5311249999999996,167,267,367.4699999999999,0
14278.0,45,1,205.83,15.833076923076923,13,131,205.83,0
14279.0,156,2,191.86,63.95333333333334,3,46,191.86,1
14281.0,44,1,245.15,35.02142857142857,7,45,245.15,0
14282.0,3,12,4115.32,41.568888888888885,59,2806,4115.32,0
14283.0,99,4,628.4399999999999,15.327804878048779,36,550,628.4399999999999,1
14284.0,289,1,704.4,20.125714285714285,35,349,704.4,1
14285.0,149,5,1248.63,35.67514285714286,34,412,1248.63,1
14286.0,35,7,3800.89,16.892844444444442,167,4389,3800.89,0
14290.0,49,8,1901.48,27.55768115942029,56,601,1901.48,0
14291.0,16,13,3971.1,15.332432432432432,158,3392,3971.1,0
14292.0,38,13,4068.57,41.09666666666667,67,1730,4068.57,0
14293.0,4,7,2127.77,28.75364864864865,62,877,2127.77,0
14294.0,43,1,375.34,16.319130434782608,23,190,375.34,0
14295.0,74,6,2161.36,31.324057971014494,61,940,2161.36,0
14296.0,49,3,448.45,16.01607142857143,27,313,448.45,0
14298.0,11,39,39626.87,32.269438110749185,712,41833,39626.87,0
14299.0,1,25,9972.42,47.71492822966507,92,6020,9972.42,0
14301.0,45,5,1324.19,30.095227272727275,29,1073,1324.19,0
14302.0,66,3,742.9000000000001,26.532142857142862,25,298,742.9000000000001,0
14303.0,43,2,277.94,12.633636363636363,21,218,277.94,0
14304.0,15,3,1326.71,18.42652777777778,63,633,1326.71,0
14306.0,14,4,1058.0800000000002,81.39076923076924,12,990,1058.0800000000002,0
14307.0,9,6,2067.36,15.781374045801527,112,1315,2067.36,0
14308.0,185,5,-849.45,-169.89000000000001,1,-1,-849.45,1
14309.0,49,2,1428.28,19.837222222222223,69,950,1428.28,0
14310.0,68,1,492.1,22.36818181818182,22,230,492.1,0
14311.0,203,1,206.19,18.744545454545456,11,89,206.19,1
14312.0,14,5,1478.7,15.9,88,892,1478.7,0
14313.0,260,1,-302.31,-302.31,1,-1,-302.31,1
14314.0,49,2,101.9,33.96666666666667,2,34,101.9,0
14315.0,169,3,711.74,21.567878787878787,26,322,711.74,1
14316.0,58,6,1355.34,42.354375,21,4482,1355.34,0
14318.0,96,1,158.02,17.55777777777778,9,152,158.02,1
14319.0,60,2,476.95000000000005,17.664814814814818,27,327,476.95000000000005,0
14320.0,182,4,861.01,16.882549019607843,46,387,861.01,1
14321.0,64,3,667.83,11.514310344827587,57,865,667.83,0
14322.0,63,6,384.3,22.605882352941176,10,142,384.3,0
14324.0,45,2,701.61,17.112439024390245,41,402,701.61,0
14325.0,205,1,245.48000000000002,13.637777777777778,18,320,245.48000000000002,1
14326.0,99,2,757.13,15.451632653061225,48,469,757.13,1
14327.0,18,5,1583.28,16.84340425531915,89,1157,1583.28,0
14328.0,66,3,-445.06,-148.35333333333332,1,-1,-445.06,0
14329.0,11,14,4806.78,15.863960396039603,206,2812,4806.78,0
14330.0,259,1,200.63,15.433076923076923,13,103,200.63,1
14332.0,17,2,1077.2,29.113513513513514,31,412,1077.2,0
14334.0,61,5,1753.52,18.077525773195877,77,1254,1753.52,0
14337.0,367,1,-658.63,-18.295277777777777,36,-393,-658.63,1
14338.0,172,1,339.88,17.88842105263158,19,287,339.88,1
14339.0,64,1,310.75,34.52777777777778,9,288,310.75,0
14341.0,56,11,2277.09,16.500652173913046,100,1415,2277.09,0
14342.0,68,3,235.03,18.07923076923077,12,171,235.03,0
14343.0,57,4,1079.66,4.613931623931625,193,626,1079.66,0
14344.0,3,14,2443.77,14.20796511627907,102,1192,2443.77,0
14346.0,61,3,1294.17,15.048488372093024,78,1273,1294.17,0
14347.0,372,1,82.6,13.766666666666666,6,48,82.6,1
14350.0,16,2,689.1,16.807317073170733,38,360,689.1,0
14353.0,46,2,285.9,15.04736842105263,14,280,285.9,0
14355.0,1,3,840.0500000000001,14.000833333333334,57,617,840.0500000000001,0
14358.0,25,3,384.29999999999995,14.780769230769229,22,337,384.29999999999995,0
14361.0,214,1,214.70999999999998,15.33642857142857,14,251,214.70999999999998,1
14363.0,38,2,227.47000000000003,28.433750000000003,8,105,227.47000000000003,0
14365.0,30,2,634.68,12.44470588235294,50,557,634.68,0
14366.0,161,1,136.0,136.0,1,16,136.0,1
14369.0,278,2,469.13,18.04346153846154,24,255,469.13,1
14370.0,86,9,1092.13,22.288367346938777,37,257,1092.13,0
14372.0,79,3,830.1800000000001,21.28666666666667,37,376,830.1800000000001,0
14374.0,177,1,108.0,15.428571428571429,7,20,108.0,1
14375.0,86,2,871.26,6.268057553956835,128,463,871.26,0
14376.0,319,1,215.46,11.97,17,50,215.46,1
14378.0,257,1,131.25,14.583333333333334,9,57,131.25,1
14379.0,29,2,917.06,11.183658536585366,68,420,917.06,0
14380.0,239,2,-99.72999999999999,-49.864999999999995,2,0,-99.72999999999999,1
14381.0,87,1,423.26,7.5582142857142856,56,303,423.26,0
14382.0,26,2,572.19,3.7155194805194807,138,435,572.19,0
14384.0,136,1,58.5,19.5,3,30,58.5,1
14388.0,2,12,3417.26,14.418818565400844,109,2403,3417.26,0
14389.0,60,6,821.35,14.666964285714286,37,631,821.35,0
14390.0,8,7,1715.01,8.36590243902439,112,768,1715.01,0
14391.0,212,1,135.6,9.685714285714285,14,168,135.6,1
14392.0,68,1,266.4,19.02857142857143,14,114,266.4,0
14394.0,200,1,93.8,15.633333333333333,6,58,93.8,1
14395.0,8,13,4619.3,10.041956521739131,227,2355,4619.3,0
14396.0,7,6,1591.74,7.579714285714286,167,773,1591.74,0
14398.0,37,2,707.79,13.354528301886791,50,267,707.79,0
14399.0,30,9,2093.21,10.734410256410257,120,957,2093.21,0
14400.0,36,3,1143.3,22.41764705882353,47,1243,1143.3,0
14401.0,60,11,2663.42,30.61402298850575,63,1874,2663.42,0
14402.0,288,1,285.6,35.7,8,240,285.6,1
14403.0,219,4,396.45,56.635714285714286,4,213,396.45,1
14404.0,5,9,1344.64,12.566728971962618,86,794,1344.64,0
14405.0,22,1,195.0,97.5,2,100,195.0,0
14408.0,107,4,1503.2400000000002,68.32909090909092,11,828,1503.2400000000002,1
14409.0,4,6,1545.44,29.15924528301887,45,1099,1545.44,0
14410.0,12,2,1531.63,7.8144387755102045,179,802,1531.63,0
14412.0,60,1,656.16,16.00390243902439,41,642,656.16,0
14413.0,46,3,643.47,8.695540540540541,74,210,643.47,0
14414.0,10,1,902.35,42.96904761904762,21,365,902.35,0
14415.0,15,14,6036.77,8.969940564635959,301,3247,6036.77,0
14417.0,23,1,524.65,4.484188034188034,106,543,524.65,0
14419.0,18,1,202.85,8.819565217391304,23,69,202.85,0
14420.0,32,5,1241.85,18.53507462686567,58,782,1241.85,0
14421.0,148,5,1643.51,23.478714285714286,57,976,1643.51,1
14422.0,10,15,5937.28,17.82966966966967,193,3153,5937.28,0
14423.0,60,3,649.76,49.98153846153846,11,298,649.76,0
14425.0,63,5,635.89,15.509512195121951,36,319,635.89,0
14426.0,29,11,7185.07,18.566072351421187,314,4317,7185.07,0
14427.0,130,2,900.1800000000001,33.34,27,310,900.1800000000001,1
14429.0,39,1,516.28,23.467272727272725,22,286,516.28,0
14430.0,147,5,956.4000000000001,23.910000000000004,33,408,956.4000000000001,1
14431.0,15,3,2143.84,33.4975,61,1072,2143.84,0
14433.0,101,1,280.7,3.7932432432432432,72,131,280.7,1
14435.0,137,1,90.42,30.14,3,282,90.42,1
14436.0,189,1,182.64000000000001,91.32000000000001,2,168,182.64000000000001,1
14437.0,1,6,850.84,19.78697674418605,34,414,850.84,0
14439.0,79,4,6781.8,69.91546391752577,83,1718,6781.8,0
14440.0,1,11,4169.15,47.376704545454544,49,1157,4169.15,0
